62.5,47.113,0
62.5,47.113,0
12.5,62.045,0
12.5,62.045,0
75,67.438,1
75,67.438,1
75,67.438,1
75,67.438,1
75,67.438,0
75,67.438,0
50,67.689,0
50,67.689,0
0,58.956,0
0,58.956,0
25,67.618,0
25,67.618,0
25,73.453,1
25,73.453,0
25,73.453,0
50,68.144,1
50,68.144,0
50,68.144,0
25,57.382,1
25,57.382,0
25,57.382,0
62.5,57.99,1
62.5,57.99,0
62.5,57.99,0
25,59.892,0
25,59.892,0
50,62.415,1
50,62.415,1
50,62.415,1
50,62.415,1
50,62.415,0
50,62.415,0
12.5,55.327,0
12.5,55.327,0
25,62.486,1
25,62.486,0
25,62.486,0
25,63.335,1
25,63.335,0
25,63.335,0
37.5,59.802,0
37.5,59.802,0
37.5,56.264,0
37.5,56.264,0
75,73.652,0
75,73.652,0
50,50.239,1
50,50.239,0
50,50.239,0
25,70.574,0
25,70.574,0
25,50.816,0
25,50.816,0
25,58.157,0
25,58.157,0
50,64.234,1
62.5,64.234,1
50,64.234,0
50,64.234,0
37.5,57.313,1
37.5,57.313,1
37.5,57.313,0
37.5,57.313,0
62.5,59.531,0
62.5,59.531,0
62.5,63.443,1
62.5,63.443,0
62.5,63.443,0
25,65.342,0
25,65.342,0
25,66.175,1
25,66.175,0
25,66.175,0
25,59.024,1
25,59.024,0
25,59.024,0
37.5,63.551,1
37.5,63.551,0
37.5,63.551,0
25,62.387,1
25,62.387,0
25,62.387,0
37.5,72.528,0
37.5,72.528,0
62.5,61.926,0
62.5,61.926,0
25,84.807,0
25,84.807,0
37.5,74.636,0
37.5,74.636,0
62.5,47.417,1
62.5,47.417,0
62.5,47.417,0
25,24.434,1
25,24.434,0
25,24.434,0
25,64.999,0
25,64.999,0
25,52.641,1
25,52.641,0
25,52.641,0
25,64.895,0
25,64.895,0
25,57.189,0
25,57.189,0
62.5,51.82,0
62.5,51.82,0
25,42.546,1
25,42.546,0
25,42.546,0
25,73.41,0
25,73.41,0
50,56.273,0
50,56.273,0
25,52.346,1
25,52.346,0
25,52.346,0
50,81.006,1
50,81.006,0
50,81.006,0
25,62.187,0
25,62.187,0
25,51.558,1
25,51.558,0
25,51.558,0
75,65.802,1
50,65.802,1
50,65.802,0
50,65.802,0
75,74.075,1
37.5,74.075,0
37.5,74.075,0
12.5,80.52,0
12.5,80.52,0
25,62.623,0
25,62.623,0
25,52.679,0
25,52.679,0
25,70.78,0
25,70.78,0
37.5,31.915,1
37.5,31.915,1
37.5,31.915,1
37.5,31.915,0
37.5,31.915,0
