57.14285714,47.113,0
57.14285714,47.113,0
14.28571429,62.045,0
14.28571429,62.045,0
71.42857143,67.438,1
71.42857143,67.438,1
71.42857143,67.438,1
71.42857143,67.438,1
71.42857143,67.438,0
71.42857143,67.438,0
42.85714286,67.689,0
42.85714286,67.689,0
0,58.956,0
0,58.956,0
14.28571429,67.618,0
14.28571429,67.618,0
14.28571429,73.453,1
14.28571429,73.453,0
14.28571429,73.453,0
42.85714286,68.144,1
42.85714286,68.144,0
42.85714286,68.144,0
14.28571429,57.382,1
14.28571429,57.382,0
14.28571429,57.382,0
57.14285714,57.99,1
57.14285714,57.99,0
57.14285714,57.99,0
14.28571429,59.892,0
14.28571429,59.892,0
42.85714286,62.415,1
42.85714286,62.415,1
42.85714286,62.415,1
42.85714286,62.415,1
42.85714286,62.415,0
42.85714286,62.415,0
14.28571429,55.327,0
14.28571429,55.327,0
14.28571429,62.486,1
14.28571429,62.486,0
14.28571429,62.486,0
14.28571429,63.335,1
14.28571429,63.335,0
14.28571429,63.335,0
28.57142857,59.802,0
28.57142857,59.802,0
28.57142857,56.264,0
28.57142857,56.264,0
71.42857143,73.652,0
71.42857143,73.652,0
42.85714286,50.239,1
42.85714286,50.239,0
42.85714286,50.239,0
14.28571429,70.574,0
14.28571429,70.574,0
14.28571429,50.816,0
14.28571429,50.816,0
14.28571429,58.157,0
14.28571429,58.157,0
42.85714286,64.234,1
57.14285714,64.234,1
42.85714286,64.234,0
42.85714286,64.234,0
28.57142857,57.313,1
28.57142857,57.313,1
28.57142857,57.313,0
28.57142857,57.313,0
57.14285714,59.531,0
57.14285714,59.531,0
57.14285714,63.443,1
57.14285714,63.443,0
57.14285714,63.443,0
14.28571429,65.342,0
14.28571429,65.342,0
14.28571429,66.175,1
14.28571429,66.175,0
14.28571429,66.175,0
14.28571429,59.024,1
14.28571429,59.024,0
14.28571429,59.024,0
28.57142857,63.551,1
28.57142857,63.551,0
28.57142857,63.551,0
14.28571429,62.387,1
14.28571429,62.387,0
14.28571429,62.387,0
28.57142857,72.528,0
28.57142857,72.528,0
57.14285714,61.926,0
57.14285714,61.926,0
14.28571429,84.807,0
14.28571429,84.807,0
28.57142857,74.636,0
28.57142857,74.636,0
57.14285714,47.417,1
57.14285714,47.417,0
57.14285714,47.417,0
14.28571429,24.434,1
14.28571429,24.434,0
14.28571429,24.434,0
14.28571429,64.999,0
14.28571429,64.999,0
14.28571429,52.641,1
14.28571429,52.641,0
14.28571429,52.641,0
14.28571429,64.895,0
14.28571429,64.895,0
14.28571429,57.189,0
14.28571429,57.189,0
57.14285714,51.82,0
57.14285714,51.82,0
14.28571429,42.546,1
14.28571429,42.546,0
14.28571429,42.546,0
14.28571429,73.41,0
14.28571429,73.41,0
42.85714286,56.273,0
42.85714286,56.273,0
14.28571429,52.346,1
14.28571429,52.346,0
14.28571429,52.346,0
42.85714286,81.006,1
42.85714286,81.006,0
42.85714286,81.006,0
14.28571429,62.187,0
14.28571429,62.187,0
14.28571429,51.558,1
14.28571429,51.558,0
14.28571429,51.558,0
71.42857143,65.802,1
42.85714286,65.802,1
42.85714286,65.802,0
42.85714286,65.802,0
71.42857143,74.075,1
42.85714286,74.075,0
42.85714286,74.075,0
14.28571429,80.52,0
14.28571429,80.52,0
28.57142857,62.623,0
28.57142857,62.623,0
14.28571429,52.679,0
14.28571429,52.679,0
14.28571429,70.78,0
14.28571429,70.78,0
28.57142857,31.915,1
28.57142857,31.915,1
28.57142857,31.915,1
28.57142857,31.915,0
28.57142857,31.915,0
14.28571429,60.009,0
14.28571429,60.009,0
28.57142857,57.311,0
28.57142857,57.311,0
28.57142857,72.372,1
28.57142857,72.372,0
28.57142857,72.372,0
42.85714286,60.582,1
42.85714286,60.582,0
42.85714286,60.582,0
28.57142857,66.014,0
28.57142857,66.014,0
14.28571429,72.022,0
14.28571429,72.022,0
14.28571429,53.312,0
14.28571429,53.312,0
42.85714286,67.524,0
42.85714286,67.524,0
14.28571429,63.606,0
14.28571429,63.606,0
14.28571429,78.371,0
14.28571429,78.371,0
14.28571429,65.089,0
14.28571429,65.089,0
14.28571429,56.069,1
14.28571429,56.069,1
14.28571429,56.069,0
14.28571429,56.069,0
42.85714286,60.448,1
42.85714286,60.448,0
42.85714286,60.448,0
28.57142857,49.554,1
28.57142857,49.554,1
28.57142857,49.554,0
28.57142857,49.554,0
14.28571429,65.438,0
14.28571429,65.438,0
14.28571429,55.871,0
14.28571429,55.871,0
57.14285714,66.589,1
